frame,time,Ball_z,Ball_y,Ball_x,Ball_rot_x,Ball_rot_y,Ball_rot_z,Ball_rot_w,Ball_ang_vel_x,Ball_ang_vel_y,Ball_ang_vel_z,Ball_vel_x,Ball_vel_y,Ball_vel_z,hxzywassaved_x,hxzywassaved_y,hxzywassaved_z,hxzywassaved_rot_x,hxzywassaved_rot_y,hxzywassaved_rot_z,hxzywassaved_rot_w,hxzywassaved_yaw,hxzywassaved_pitch,hxzywassaved_roll,hxzywassaved_ang_vel_x,hxzywassaved_ang_vel_y,hxzywassaved_ang_vel_z,hxzywassaved_vel_x,hxzywassaved_vel_y,hxzywassaved_vel_z,hxzywassaved_throttle,Juicy_Dom12_x,Juicy_Dom12_y,Juicy_Dom12_z,Juicy_Dom12_rot_x,Juicy_Dom12_rot_y,Juicy_Dom12_rot_z,Juicy_Dom12_rot_w,Juicy_Dom12_yaw,Juicy_Dom12_pitch,Juicy_Dom12_roll,Juicy_Dom12_ang_vel_x,Juicy_Dom12_ang_vel_y,Juicy_Dom12_ang_vel_z,Juicy_Dom12_vel_x,Juicy_Dom12_vel_y,Juicy_Dom12_vel_z,hxzywassaved_boost,Juicy_Dom12_boost,Juicy_Dom12_throttle,hxzywassaved_steer,Juicy_Dom12_steer,Juicy_Dom12_handbrake,hxzywassaved_handbrake,Juicy_Dom12_jump,Juicy_Dom12_double_jump,hxzywassaved_jump,hxzywassaved_double_jump,hxzywassaved_rot_jump,hxzywassaved_rot_double_jump,hxzywassaved_ang_vel_jump,hxzywassaved_ang_vel_double_jump,hxzywassaved_vel_jump,hxzywassaved_vel_double_jump,Juicy_Dom12_rot_jump,Juicy_Dom12_rot_double_jump,Juicy_Dom12_ang_vel_jump,Juicy_Dom12_ang_vel_double_jump,Juicy_Dom12_vel_jump,Juicy_Dom12_vel_double_jump
13928,535.18097,426.08,2350.61,934.9,-0.6403891,0.2241843,0.69547474,0.23655467,381.95,328.0,326.38,522.53,-608.9,-201.76,-3071.23,2640.98,67.69,-0.38672477,0.1932127,-0.37895083,0.81823534,-0.8785079914205194,0.023089624984466112,-0.89387959057554,-349.78,424.21,13.91,1727.12,-1291.32,223.63,-0.203,-2355.62,3727.03,78.77,0.2678068,0.1621493,-0.13109677,0.9406385,-0.173243045180801,0.38468261032636997,0.5209168705795633,520.44,175.88,-26.53,1365.04,-913.13,245.88,96.0,0.0,0.766,0.992,0.289,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13929,535.2142,418.9,2330.33,952.3,-0.59637815,0.15700266,0.754042,0.2260617,381.95,328.0,326.38,521.97,-608.26,-223.2,-2939.59,2541.59,75.39,-0.60535514,0.29396087,-0.30729148,0.6728329,-0.8782555143054741,0.02353430791094525,-1.4763656137889007,-351.01,423.22,12.94,1777.77,-1352.34,0.73,-0.234,-2230.28,3643.32,95.52,0.5202843,0.19168597,-0.15419197,0.81779313,-0.05992147473816392,0.4937896814191935,1.1181263570892794,506.69,-6.34,-213.81,1369.05,-913.55,43.61,96.0,0.0,0.672,0.992,0.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13930,535.2474,413.06,2315.13,965.35,-0.55942905,0.10554692,0.7930555,0.21670713,381.95,328.0,326.38,521.55,-607.78,-239.26,-2939.59,2541.59,75.39,-0.60535514,0.29396087,-0.30729148,0.6728329,-0.8782555143054741,0.02353430791094525,-1.4763656137889007,-351.01,423.22,12.94,1777.77,-1352.34,0.73,-0.312,-2230.28,3643.32,95.52,0.5202843,0.19168597,-0.15419197,0.81779313,-0.05992147473816392,0.4937896814191935,1.1181263570892794,506.69,-6.34,-213.81,1369.05,-913.55,43.61,96.0,0.0,0.672,0.992,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
13931,535.2806,413.06,2315.13,965.35,-0.55942905,0.10554692,0.7930555,0.21670713,381.95,328.0,326.38,521.55,-607.78,-239.26,-2939.59,2541.59,75.39,-0.60535514,0.29396087,-0.30729148,0.6728329,-0.8782555143054741,0.02353430791094525,-1.4763656137889007,-351.01,423.22,12.94,1777.77,-1352.34,0.73,-0.43,-2230.28,3643.32,95.52,0.5202843,0.19168597,-0.15419197,0.81779313,-0.05992147473816392,0.4937896814191935,1.1181263570892794,506.69,-6.34,-213.81,1369.05,-913.55,43.61,65.0,0.0,0.672,0.992,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13932,535.3138,397.85,2279.71,995.74,-0.46138364,-0.016316604,0.86641073,0.19024016,381.95,328.0,326.38,520.57,-606.66,-276.7,-2758.56,2402.26,74.05,0.81504124,-0.38842952,0.17309542,-0.39353305,-0.8782509929237368,0.023562076025739866,-2.2530121501120424,-351.06,423.18,12.94,1816.16,-1411.12,-15.82,-0.602,-2104.64,3559.61,94.96,0.7353759,0.14963336,-0.19716169,0.6308403,-0.03267484803034011,0.49924795086470636,1.7151973199420172,486.54,-17.27,-255.88,1371.75,-913.62,-15.26,65.0,0.0,0.375,0.992,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13933,535.347,383.09,2249.41,1021.74,-0.36600327,-0.12052292,0.9082849,0.16289377,381.95,328.0,326.38,519.73,-605.7,-308.74,-2758.56,2402.26,74.05,0.81504124,-0.38842952,0.17309542,-0.39353305,-0.8782509929237368,0.023562076025739866,-2.2530121501120424,-351.06,423.18,12.94,1816.16,-1411.12,-15.82,-0.805,-2024.58,3506.34,94.05,0.8418307,0.11054789,-0.22086652,0.47991487,-0.02945526831390413,0.49834397907436817,2.097831988719044,483.74,-15.36,-261.25,1372.88,-913.62,-15.7,65.0,0.0,0.328,0.992,-0.25,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
13934,535.3802,377.81,2239.32,1030.4,-0.3322695,-0.15476921,0.9177442,0.15293498,381.95,328.0,326.38,519.45,-605.38,-319.4,-2637.54,2307.8,73.01,0.8886212,-0.4198058,0.06789107,-0.17177369,-0.8782680217085009,0.02356647583964257,-2.7707657212972476,-351.06,423.18,12.94,1811.84,-1414.77,-15.5,-0.57,-2024.58,3506.34,94.05,0.8418307,0.11054789,-0.22086652,0.47991487,-0.02945526831390413,0.49834397907436817,2.097831988719044,483.74,-15.36,-261.25,1372.88,-913.62,-15.7,65.0,0.0,0.328,0.992,-0.25,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13935,535.4134,363.84,2214.12,1052.03,-0.24449041,-0.23850758,0.9313199,0.12641947,381.95,328.0,326.38,518.75,-604.58,-346.05,-2637.54,2307.8,73.01,0.8886212,-0.4198058,0.06789107,-0.17177369,-0.8782680217085009,0.02356647583964257,-2.7707657212972476,-351.06,423.18,12.94,1811.84,-1414.77,-15.5,0.0,-2024.58,3506.34,94.05,0.8418307,0.11054789,-0.22086652,0.47991487,-0.02945526831390413,0.49834397907436817,2.097831988719044,483.74,-15.36,-261.25,1372.88,-913.62,-15.7,65.0,0.0,0.328,0.992,-0.25,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13936,535.4466,351.86,2193.98,1069.31,-0.17145,-0.3028785,0.9317193,0.10377203,381.95,328.0,326.38,518.19,-603.94,-367.33,-2501.75,2201.8,71.84,0.90051675,-0.4216346,-0.055515364,0.09061943,-0.8782980655795026,0.023570638570441386,2.9299344515792103,-351.06,423.18,12.94,1809.66,-1412.18,-15.44,0.0,-1898.65,3422.63,92.62,0.94915974,0.04121911,-0.23745555,0.20251332,-0.020282510407165857,0.486416839868273,2.716142611374624,490.89,-39.29,-244.9,1374.64,-913.62,-15.71,65.0,0.0,0.328,0.992,-0.477,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13937,535.4798,342.41,2178.89,1082.26,-0.11550571,-0.34920382,0.92590714,0.0860878,381.95,328.0,326.38,517.77,-603.46,-383.29,-2501.75,2201.8,71.84,0.90051675,-0.4216346,-0.055515364,0.09061943,-0.8782980655795026,0.023570638570441386,2.9299344515792103,-351.06,423.18,12.94,1809.66,-1412.18,-15.44,0.0,-1898.65,3422.63,92.62,0.94915974,0.04121911,-0.23745555,0.20251332,-0.020282510407165857,0.486416839868273,2.716142611374624,490.89,-39.29,-244.9,1374.64,-913.62,-15.71,65.0,0.0,0.328,0.852,-0.477,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13938,535.513,329.19,2158.79,1099.5,-0.03996752,-0.40787783,0.9100672,0.06177337,381.95,328.0,326.38,517.21,-602.82,-404.54,-2501.75,2201.8,71.84,0.90051675,-0.4216346,-0.055515364,0.09061943,-0.8782980655795026,0.023570638570441386,2.9299344515792103,-351.06,423.18,12.94,1809.66,-1412.18,-15.44,0.0,-1898.65,3422.63,92.62,0.94915974,0.04121911,-0.23745555,0.20251332,-0.020282510407165857,0.486416839868273,2.716142611374624,490.89,-39.29,-244.9,1374.64,-913.62,-15.71,65.0,0.0,0.328,0.0,-0.477,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13939,535.5462,318.81,2143.73,1112.43,0.016996391,-0.44923988,0.89220816,0.04311808,381.95,328.0,326.38,516.79,-602.34,-420.47,-2350.95,2084.1,70.54,0.8253279,-0.3826193,-0.18608613,0.37122548,-0.8787436878008535,0.023090134897396433,2.28537860524667,-354.17,420.68,9.01,1809.6,-1412.11,-15.45,0.0,-1784.02,3346.53,91.32,0.97425073,-0.021064067,-0.21427943,-0.06690382,-0.013634552350359486,0.43382254992748376,-3.007468594012442,490.02,-76.31,-237.8,1376.27,-913.62,-15.7,65.0,0.0,0.336,0.0,-0.539,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13940,535.5794,304.35,2123.66,1129.64,0.09273959,-0.5004206,0.86061525,0.017886532,381.95,328.0,326.38,516.23,-601.7,-441.68,-2350.95,2084.1,70.54,0.8253279,-0.3826193,-0.18608613,0.37122548,-0.8787436878008535,0.023090134897396433,2.28537860524667,-354.17,420.68,9.01,1809.6,-1412.11,-15.45,0.0,-1784.02,3346.53,91.32,0.97425073,-0.021064067,-0.21427943,-0.06690382,-0.013634552350359486,0.43382254992748376,-3.007468594012442,490.02,-76.31,-237.8,1376.27,-913.62,-15.7,65.0,0.0,0.336,0.0,-0.539,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13941,535.6126,277.35,2088.6,1159.73,0.22261442,-0.5776743,0.7848761,-0.02654518,381.95,328.0,326.38,515.3,-600.58,-478.76,-2215.23,1978.17,69.37,0.6895112,-0.31979668,-0.28316048,0.58491415,-0.8825474821974849,0.016378170420484527,1.7268408956676244,-350.85,423.46,8.68,1809.6,-1412.11,-15.45,0.0,-1680.74,3278.04,90.15,0.93670905,-0.077105425,-0.15786582,-0.30283535,-0.052002261237267436,0.3495224610256677,-2.525394389599439,473.53,-125.0,-250.26,1377.81,-913.62,-15.67,65.0,0.0,0.344,0.0,-0.633,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13942,535.6458,260.95,2068.6,1176.89,0.2940202,-0.6140354,0.7306463,-0.051658086,381.95,328.0,326.38,514.78,-599.94,-499.92,-2215.23,1978.17,69.37,0.6895112,-0.31979668,-0.28316048,0.58491415,-0.8825474821974849,0.016378170420484527,1.7268408956676244,-350.85,423.46,8.68,1809.6,-1412.11,-15.45,0.0,-1680.74,3278.04,90.15,0.93670905,-0.077105425,-0.15786582,-0.30283535,-0.052002261237267436,0.3495224610256677,-2.525394389599439,473.53,-125.0,-250.26,1377.81,-913.62,-15.67,65.0,0.0,0.344,0.0,-0.633,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13943,535.679,252.49,2058.6,1185.47,0.32866576,-0.6299285,0.70076233,-0.064039186,381.95,328.0,326.38,514.52,-599.62,-510.49,-2079.51,1872.24,68.07,0.5156285,-0.236355,-0.35579088,0.7427492,-0.882557764996941,0.01580751952030167,1.206200534045761,-322.1,391.35,8.06,1809.6,-1412.11,-26.27,0.0,-1577.35,3209.55,88.98,0.8432601,-0.13239151,-0.07543304,-0.51545584,-0.15143399648809458,0.2668593920650291,-2.0646337598993076,460.84,-141.04,-265.0,1379.37,-913.74,-15.62,65.0,0.0,0.336,0.0,-0.672,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13944,535.7122,230.56,2033.64,1206.89,-0.41150314,0.66270965,-0.61855084,0.09421237,381.95,328.0,326.38,513.87,-598.82,-536.89,-2079.51,1872.24,68.07,0.5156285,-0.236355,-0.35579088,0.7427492,-0.882557764996941,0.01580751952030167,1.206200534045761,-322.1,391.35,8.06,1809.6,-1412.11,-26.27,0.0,-1577.35,3209.55,88.98,0.8432601,-0.13239151,-0.07543304,-0.51545584,-0.15143399648809458,0.2668593920650291,-2.0646337598993076,460.84,-141.04,-265.0,1379.37,-913.74,-15.62,65.0,0.0,0.336,0.0,-0.672,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
13945,535.7454,216.87,2018.67,1219.73,-0.45820072,0.67743737,-0.5645056,0.11164304,381.95,328.0,326.38,513.48,-598.34,-552.72,-2079.51,1872.24,68.07,0.5156285,-0.236355,-0.35579088,0.7427492,-0.882557764996941,0.01580751952030167,1.206200534045761,-322.1,391.35,8.06,1809.6,-1412.11,-26.27,0.0,-1577.35,3209.55,88.98,0.8432601,-0.13239151,-0.07543304,-0.51545584,-0.15143399648809458,0.2668593920650291,-2.0646337598993076,460.84,-141.04,-265.0,1379.37,-913.74,-15.62,65.0,0.0,0.336,0.0,-0.672,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13946,535.7786,198.01,1998.75,1236.84,-0.51641613,0.6911365,-0.48756468,0.13388588,381.95,328.0,326.38,512.96,-597.7,-573.8,-1913.63,1742.77,62.71,0.37147364,-0.16754952,-0.39287487,0.8243688,-0.8824891768694282,0.015640760261780236,0.8393446740801788,-205.69,249.84,5.14,1809.6,-1412.11,-85.78,0.0,-1450.81,3125.75,85.05,-0.68937397,0.17555544,-0.009567713,0.7027462,-0.26588241388855055,0.2357274425027635,-1.5832535140255581,485.28,-133.4,-221.81,1381.08,-914.06,-70.14,65.0,0.0,0.227,0.0,-0.688,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13947,535.8118,178.44,1978.83,1253.92,-0.5694688,0.69793046,-0.40575224,0.15480158,381.95,328.0,326.38,512.44,-597.06,-594.86,-1913.63,1742.77,62.71,0.37147364,-0.16754952,-0.39287487,0.8243688,-0.8824891768694282,0.015640760261780236,0.8393446740801788,-205.69,249.84,5.14,1809.6,-1412.11,-85.78,0.031,-1450.81,3125.75,85.05,-0.68937397,0.17555544,-0.009567713,0.7027462,-0.26588241388855055,0.2357274425027635,-1.5832535140255581,485.28,-133.4,-221.81,1381.08,-914.06,-70.14,65.0,0.0,0.227,0.0,-0.688,1.0,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
13948,535.84503,153.0,1953.98,1275.26,-0.62772745,0.6966157,-0.2978883,0.17873837,381.95,328.0,326.38,511.79,-596.26,-621.16,-1913.63,1742.77,62.71,0.37147364,-0.16754952,-0.39287487,0.8243688,-0.8824891768694282,0.015640760261780236,0.8393446740801788,-205.69,249.84,5.14,1809.6,-1412.11,-85.78,0.328,-1347.22,3057.17,77.74,-0.52915335,0.19077425,-0.066731185,0.8241049,-0.32740776725920623,0.2462965253996108,-1.1824805543757495,495.1,-141.21,-193.46,1381.74,-914.24,-119.03,65.0,0.0,0.086,0.0,-0.32,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13949,535.87823,131.86,1934.12,1292.3,-0.6673254,0.68772906,-0.20815633,0.19589931,381.95,328.0,326.38,511.27,-595.62,-642.17,-1717.59,1589.76,49.29,0.2585763,-0.11389267,-0.41162187,0.8664492,-0.8824406164970952,0.015507516214316912,0.5727116958641708,-121.05,147.0,3.0,1809.06,-1411.7,-156.07,0.68,-1347.22,3057.17,77.74,-0.52915335,0.19077425,-0.066731185,0.8241049,-0.32740776725920623,0.2462965253996108,-1.1824805543757495,495.1,-141.21,-193.46,1381.74,-914.24,-119.03,65.0,0.0,0.086,0.0,-0.32,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13950,535.91144,104.44,1909.32,1313.6,0.7073979,-0.6669801,0.09318196,-0.21457614,381.95,328.0,326.38,510.62,-594.82,-668.41,-1717.59,1589.76,49.29,0.2585763,-0.11389267,-0.41162187,0.8664492,-0.8824406164970952,0.015507516214316912,0.5727116958641708,-121.05,147.0,3.0,1809.06,-1411.7,-156.07,0.93,-1347.22,3057.17,77.74,-0.52915335,0.19077425,-0.066731185,0.8241049,-0.32740776725920623,0.2462965253996108,-1.1824805543757495,495.1,-141.21,-193.46,1381.74,-914.24,-119.03,65.0,0.0,0.086,0.0,-0.32,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13951,535.94464,93.91,1890.09,1330.1,0.72969556,-0.6444136,-0.010128773,-0.22841386,418.03,358.88,237.58,449.87,-524.02,410.37,-1612.16,1507.41,38.89,0.21720883,-0.09444978,-0.41598627,0.87798345,-0.8813117419235865,0.014861641685025425,0.4780424389268489,-96.34,105.8,15.57,1801.6,-1415.26,-197.58,0.992,-1220.61,2973.35,63.85,-0.31303155,0.1897007,-0.12420756,0.92227834,-0.3698957718895362,0.2756286619195873,-0.7063046898121418,424.27,-125.09,-157.15,1381.76,-914.24,-178.55,65.0,0.0,0.0,0.789,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13952,535.97784,103.89,1877.0,1341.35,0.7343891,-0.63065684,-0.08321777,-0.2366841,418.03,358.88,237.58,449.51,-523.6,393.81,-1612.16,1507.41,38.89,0.21720883,-0.09444978,-0.41598627,0.87798345,-0.8813117419235865,0.014861641685025425,0.4780424389268489,-96.34,105.8,15.57,1801.6,-1415.26,-197.58,0.992,-1220.61,2973.35,63.85,-0.31303155,0.1897007,-0.12420756,0.92227834,-0.3698957718895362,0.2756286619195873,-0.7063046898121418,424.27,-125.09,-157.15,1381.76,-914.24,-178.55,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13953,536.01105,116.56,1859.56,1356.32,0.73421973,-0.6068171,-0.17987667,-0.2456395,418.03,358.88,237.58,449.03,-523.04,371.73,-1612.16,1507.41,38.89,0.21720883,-0.09444978,-0.41598627,0.87798345,-0.8813117419235865,0.014861641685025425,0.4780424389268489,-96.34,105.8,15.57,1801.6,-1415.26,-197.58,0.992,-1117.0,2904.79,48.41,-0.17519939,0.1847158,-0.1548825,0.9545662,-0.3872208131462406,0.3029909869679276,-0.42288316215164207,308.62,-85.47,-112.66,1382.05,-913.01,-230.38,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13954,536.04425,125.58,1846.48,1367.54,0.72927284,-0.5849465,-0.25124472,-0.25074843,418.03,358.88,237.58,448.67,-522.62,355.19,-1452.84,1372.85,19.69,0.079322726,-0.028643798,-0.41746444,0.9047712,-0.8633786172672608,0.014397165164679123,0.16826360080892683,-350.09,386.32,65.63,1683.56,-1513.93,-135.05,0.992,-1117.0,2904.79,48.41,-0.17519939,0.1847158,-0.1548825,0.9545662,-0.3872208131462406,0.3029909869679276,-0.42288316215164207,308.62,-85.47,-112.66,1382.05,-913.01,-230.38,65.0,0.0,0.0,0.992,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
13955,536.07745,136.96,1829.08,1382.49,0.7163106,-0.55068946,-0.3441381,-0.25536096,418.03,358.88,237.58,448.19,-522.06,333.15,-1452.84,1372.85,19.69,0.079322726,-0.028643798,-0.41746444,0.9047712,-0.8633786172672608,0.014397165164679123,0.16826360080892683,-350.09,386.32,65.63,1683.56,-1513.93,-135.05,0.992,-1013.25,2836.63,30.52,-0.039185274,0.13751657,-0.17783745,0.9736157,-0.37810417004571967,0.2566475763500395,-0.12981840400066155,304.55,-376.34,-84.55,1384.82,-903.31,-216.81,65.0,0.0,0.0,0.992,0.25,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
13956,536.11066,147.6,1811.68,1397.41,0.69618934,-0.510935,-0.43358952,-0.2574218,418.03,358.88,237.58,447.71,-521.5,311.14,-1330.21,1256.05,15.88,-0.0030723365,0.006454874,-0.38061243,0.92470706,-0.7809888806648426,0.00959914361219749,-0.010596319534644173,-10.5,8.38,142.2,1619.47,-1571.77,8.6,0.992,-1013.25,2836.63,30.52,-0.039185274,0.13751657,-0.17783745,0.9736157,-0.37810417004571967,0.2566475763500395,-0.12981840400066155,304.55,-376.34,-84.55,1384.82,-903.31,-216.81,65.0,0.0,0.0,0.992,0.25,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13957,536.14386,159.88,1789.98,1416.06,0.6612868,-0.45411682,-0.5392093,-0.2563806,418.03,358.88,237.58,447.11,-520.8,283.65,-1330.21,1256.05,15.88,-0.0030723365,0.006454874,-0.38061243,0.92470706,-0.7809888806648426,0.00959914361219749,-0.010596319534644173,-10.5,8.38,142.2,1619.47,-1571.77,8.6,0.992,-1013.25,2836.63,30.52,-0.039185274,0.13751657,-0.17783745,0.9736157,-0.37810417004571967,0.2566475763500395,-0.12981840400066155,304.55,-376.34,-84.55,1384.82,-903.31,-216.81,65.0,0.0,0.0,0.992,0.25,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13958,536.17706,168.88,1772.62,1430.94,0.6259055,-0.403508,-0.61772543,-0.25266355,418.03,358.88,237.58,446.63,-520.24,261.69,-1205.43,1142.07,16.63,-0.0009359972,0.0053327563,-0.32352448,0.9462043,-0.6589386424531769,0.009486260145079771,-0.005222102266833049,6.48,-5.22,174.66,1714.66,-1455.79,7.09,0.992,-885.8,2755.98,16.54,0.02549859,-0.0005637562,-0.18209393,0.9829503,-0.36614570345413555,0.008178079432644371,0.050355968523711526,-99.19,-63.17,16.04,1397.52,-854.39,-47.44,65.0,0.0,0.0,0.992,0.422,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
13959,536.21027,179.1,1750.97,1449.54,-0.5729323,0.3346378,0.7071076,0.24446882,418.03,358.88,237.58,446.03,-519.54,234.27,-1205.43,1142.07,16.63,-0.0009359972,0.0053327563,-0.32352448,0.9462043,-0.6589386424531769,0.009486260145079771,-0.005222102266833049,6.48,-5.22,174.66,1714.66,-1455.79,7.09,0.992,-885.8,2755.98,16.54,0.02549859,-0.0005637562,-0.18209393,0.9829503,-0.36614570345413555,0.008178079432644371,0.050355968523711526,-99.19,-63.17,16.04,1397.52,-854.39,-47.44,65.0,0.0,0.0,0.992,0.422,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13960,536.24347,182.87,1742.31,1456.97,-0.5491897,0.30556515,0.7398396,0.24012062,418.03,358.88,237.58,445.79,-519.26,223.31,-1070.93,1041.69,16.93,0.00050980825,0.0047663026,-0.25774547,0.966201,-0.5213893319737778,0.009473355907109182,-0.0014718979039828248,2.48,-1.39,188.67,1856.47,-1234.08,2.02,0.992,-803.9,2707.5,16.19,0.0042753764,0.0013945549,-0.17286344,0.9849355,-0.3474590391474657,0.004225218370768542,0.007939959169140365,-24.59,22.74,43.65,1408.63,-813.83,7.96,65.0,0.0,0.0,0.992,0.461,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
13961,536.2767,191.49,1720.7,1475.52,-0.48395556,0.22971398,0.8134207,0.22663894,418.03,358.88,237.58,445.19,-518.56,195.94,-1070.93,1041.69,16.93,0.00050980825,0.0047663026,-0.25774547,0.966201,-0.5213893319737778,0.009473355907109182,-0.0014718979039828248,2.48,-1.39,188.67,1856.47,-1234.08,2.02,0.992,-803.9,2707.5,16.19,0.0042753764,0.0013945549,-0.17286344,0.9849355,-0.3474590391474657,0.004225218370768542,0.007939959169140365,-24.59,22.74,43.65,1408.63,-813.83,7.96,65.0,0.0,0.0,0.992,0.461,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13962,536.3099,197.57,1703.42,1490.36,-0.42627954,0.16638969,0.8631943,0.2132976,418.03,358.88,237.58,444.71,-518.0,174.06,-1070.93,1041.69,16.93,0.00050980825,0.0047663026,-0.25774547,0.966201,-0.5213893319737778,0.009473355907109182,-0.0014718979039828248,2.48,-1.39,188.67,1856.47,-1234.08,2.02,0.992,-803.9,2707.5,16.19,0.0042753764,0.0013945549,-0.17286344,0.9849355,-0.3474590391474657,0.004225218370768542,0.007939959169140365,-24.59,22.74,43.65,1408.63,-813.83,7.96,65.0,0.0,0.0,0.992,0.461,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13963,536.3431,202.92,1686.17,1505.17,-0.36434707,0.10140371,0.9043416,0.19782525,418.03,358.88,237.58,444.23,-517.44,152.22,-926.25,960.36,17.01,0.0007202053,0.004712355,-0.18730536,0.98229015,-0.3768424669657241,0.009527740576218737,-0.0003504134670500743,0.71,-0.2,195.21,1982.68,-958.71,0.49,0.992,-673.98,2635.49,16.82,0.0007795481,0.0042537972,-0.15002719,0.98867244,-0.3011932479846042,0.008645238626474835,0.0002650748716668341,-0.69,1.99,50.07,1424.29,-764.02,4.17,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13964,536.3763,206.45,1673.24,1516.27,-0.31547543,0.051965546,0.9292917,0.18491003,418.03,358.88,237.58,443.87,-517.02,135.84,-926.25,960.36,17.01,0.0007202053,0.004712355,-0.18730536,0.98229015,-0.3768424669657241,0.009527740576218737,-0.0003504134670500743,0.71,-0.2,195.21,1982.68,-958.71,0.49,0.992,-673.98,2635.49,16.82,0.0007795481,0.0042537972,-0.15002719,0.98867244,-0.3011932479846042,0.008645238626474835,0.0002650748716668341,-0.69,1.99,50.07,1424.29,-764.02,4.17,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13965,536.4095,210.53,1656.02,1531.07,-0.24760321,-0.014358293,0.9544106,0.16609298,418.03,358.88,237.58,443.39,-516.46,114.03,-926.25,960.36,17.01,0.0007202053,0.004712355,-0.18730536,0.98229015,-0.3768424669657241,0.009527740576218737,-0.0003504134670500743,0.71,-0.2,195.21,1982.68,-958.71,0.49,0.992,-673.98,2635.49,16.82,0.0007795481,0.0042537972,-0.15002719,0.98867244,-0.3011932479846042,0.008645238626474835,0.0002650748716668341,-0.69,1.99,50.07,1424.29,-764.02,4.17,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13966,536.4427,214.59,1634.52,1549.52,-0.15936558,-0.09698533,0.9723808,0.14025712,418.03,358.88,237.58,442.79,-515.77,86.79,-721.25,886.36,17.01,0.00040730715,0.0047770925,-0.08951889,0.9959736,-0.17928004967414501,0.009588786336632349,-4.394771945342734e-05,0.11,0.0,198.97,2107.32,-552.63,0.15,0.992,-530.69,2561.99,17.01,0.0005853354,0.0046638018,-0.12569652,0.99205756,-0.2520626173954595,0.009400807379416736,-1.1074984421757304e-05,0.05,0.31,48.48,1439.7,-709.93,0.66,65.0,0.0,0.0,0.992,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
